Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Elon Musk,@elonmusk,"https://pbs.twimg.com/media/GUhSkAnW4AE5nbk?format=jpg&name=medium, https://pbs.twimg.com/media/GUhSkAnW4AE5nbk?format=jpg&name=medium",28K,191K,11K,27M,https://x.com/elonmusk/status/1821796830608253387,https://x.com/elonmusk,,Aug 9,2024-08-09T06:33:06.000Z
Elon Musk,@elonmusk,,17K,95K,4.9K,45M,https://x.com/elonmusk/status/1821794462562943021,https://x.com/elonmusk,“Voting machines are so safe you can’t believe it!”,Aug 9,2024-08-09T06:23:41.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/ext_tw_video_thumb/1821702086246957056/pu/img/tyBWeshPb84bT3Sw.jpg,40K,181K,7K,21M,https://x.com/elonmusk/status/1821792597985136857,https://x.com/elonmusk,,Aug 9,2024-08-09T06:16:17.000Z
Elon Musk,@elonmusk,,2.7K,20K,1.4K,10M,https://x.com/elonmusk/status/1821791330248360043,https://x.com/elonmusk,For a more detailed explanation of the major changes from Raptor 2 to 3,Aug 9,2024-08-09T06:11:15.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/ext_tw_video_thumb/1821776927473950720/pu/img/BRV5Yr9reSZ6g3A3.jpg,20K,96K,5.4K,15M,https://x.com/elonmusk/status/1821789294513541476,https://x.com/elonmusk,Yes,Aug 9,2024-08-09T06:03:09.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/media/GUgbVp7XMAAVMQy?format=jpg&name=small,13K,133K,4.4K,30M,https://x.com/elonmusk/status/1821736111829369185,https://x.com/elonmusk,Biden/Kamala vs Trump/Vance,Aug 9,2024-08-09T02:31:49.000Z
European Space Agency,@esa,"https://pbs.twimg.com/media/GUctxQHXoAAhQ_2?format=jpg&name=small, https://pbs.twimg.com/media/GUctxQHXoAAhQ_2?format=jpg&name=small",1.4K,10K,754,2.5M,https://x.com/esa/status/1821475744205168770,https://x.com/esa,"Sometimes, Mars just seems to smile back at you",Aug 8,2024-08-08T09:17:13.000Z
ELON DOCS,@elon_docs,"https://pbs.twimg.com/ext_tw_video_thumb/1821470594388353024/pu/img/GIT7io75F7nq73Zm.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1821470594388353024/pu/img/GIT7io75F7nq73Zm.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1821470594388353024/pu/img/GIT7io75F7nq73Zm.jpg",2.8K,16K,1.5K,3M,https://x.com/elon_docs/status/1821470710994268288,https://x.com/elon_docs,"Elon Musk: At a certain point, the AI will be smarter than all humans combined. I think the most important thing at that point is that it adheres to truth, whether that truth is politically correct or not.",Aug 8,2024-08-08T08:57:13.000Z
Andrea Stroppa  Claudius Nero's Legion,@andst7,,3K,15K,570,2.8M,https://x.com/andst7/status/1821464155741679970,https://x.com/andst7,“Freedom is much like the air: one notices how important it is just when it begins to be lacking”,Aug 8,2024-08-08T08:31:10.000Z
Michael Shellenberger,@shellenberger,https://pbs.twimg.com/ext_tw_video_thumb/1821323001625010176/pu/img/pj8l0HaAFroyUZPD.jpg,9.4K,29K,998,2.7M,https://x.com/shellenberger/status/1821323230235500637,https://x.com/shellenberger,"Tim Walz says he cares about public safety and freedom, but he doesn't. In 2020, he waited 3 days to deploy the National Guard to stop rioting. In 2022, he demanded censorship. Similar story for Newsom, Starmer, and Trudeau. They unleash anarchy and then demand tyranny.",Aug 8,2024-08-07T23:11:11.000Z
Mario Nawfal,@MarioNawfal,"https://pbs.twimg.com/media/GUcJFe9X0AAJbNk?format=jpg&name=small, https://pbs.twimg.com/media/GUcJFe9X0AAJbNk?format=jpg&name=small",1.8K,11K,600,2.3M,https://x.com/MarioNawfal/status/1821434571042267472,https://x.com/MarioNawfal,"SPACEX SETS DATE FOR HISTORIC POLARIS DAWN MISSION

They are aiming for August 26 to begin the launch of Polaris Dawn, a crewed flight that will feature the first-ever private spacewalk.

The 4 crewmembers are billionaire entrepreneur Jared Isaacman, who will command the",Aug 8,2024-08-08T06:33:37.000Z
DogeDesigner,@cb_doge,"https://pbs.twimg.com/media/GUYcL5waYAApJtw?format=png&name=small, https://pbs.twimg.com/media/GUYcL5waYAApJtw?format=png&name=small",1.7K,12K,648,2.1M,https://x.com/cb_doge/status/1821174102629216609,https://x.com/cb_doge,"Same ad on two platforms, 𝕏 and Instagram.

𝕏 - ad got community noted for using fake gameplay video.... truth > money

Instagram - no fact checking.... money > everything else",Aug 7,2024-08-07T13:18:36.000Z
Matt Orfalea,@0rf,"https://pbs.twimg.com/media/GUZx3pPWEAA3qWg?format=jpg&name=small, https://pbs.twimg.com/media/GUZx3pPWEAA3qWg?format=jpg&name=small",11K,25K,868,5.3M,https://x.com/0rf/status/1821277903818256780,https://x.com/0rf,"EXCLUSIVE: In a newly discovered Zoom recording, the Biden/Harris team reveals how they manipulated voters to think Biden's mental decline was ""disinformation"". /1",Aug 8,2024-08-07T20:11:04.000Z
DogeDesigner,@cb_doge,"https://pbs.twimg.com/media/GUcAloRaUAADi6I?format=jpg&name=small, https://pbs.twimg.com/media/GUcAloRaUAADi6I?format=jpg&name=small",2.2K,10K,667,2M,https://x.com/cb_doge/status/1821426111664042327,https://x.com/cb_doge,"𝕏 is ranked #1 in both categories 

Share this with everyone because mainstream media will never show it. Encourage your family & friends to create an account on this platform.",Aug 8,2024-08-08T06:00:00.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/media/GUcI8bKX0AAjZzR?format=jpg&name=small,33K,172K,6.3K,32M,https://x.com/elonmusk/status/1821459846681788487,https://x.com/elonmusk,Is this accurate? @CommunityNotes,Aug 8,2024-08-08T08:14:03.000Z
Elon Musk,@elonmusk,"https://pbs.twimg.com/media/GUTyS9KWYAASVyz?format=jpg&name=small, https://pbs.twimg.com/media/GUTyS9KWYAASVyz?format=jpg&name=small",54K,231K,11K,29M,https://x.com/elonmusk/status/1820852107932545242,https://x.com/elonmusk,Everyone who has been boycotted should file a lawsuit in every country they’ve been boycotted,Aug 6,2024-08-06T15:59:06.000Z
Elon Musk,@elonmusk,,54K,340K,14K,63M,https://x.com/elonmusk/status/1820851090138505570,https://x.com/elonmusk,"I strongly encourage any company who has been systematically boycotted by advertisers to file a lawsuit. 

There may also be criminal liability via the RICO Act.",Aug 6,2024-08-06T15:55:04.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/amplify_video_thumb/1820836258446221312/img/1I1W66CT9KhGBcXW.jpg,28K,143K,8.1K,26M,https://x.com/elonmusk/status/1820850115789160707,https://x.com/elonmusk,Well said by @LindayaX!,Aug 6,2024-08-06T15:51:12.000Z
Elon Musk,@elonmusk,,44K,249K,15K,39M,https://x.com/elonmusk/status/1820849880283107725,https://x.com/elonmusk,"We tried peace for 2 years, now it is war",Aug 6,2024-08-06T15:50:15.000Z
Elon Musk,@elonmusk,,61K,338K,11K,49M,https://x.com/elonmusk/status/1820849358402670800,https://x.com/elonmusk,"We tried being nice for 2 years and got nothing but empty words. 

Now, it is war.",Aug 6,2024-08-06T15:48:11.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/ext_tw_video_thumb/1820829350884933632/pu/img/mcFTNDWsxCF67Omg.jpg,52K,323K,13K,45M,https://x.com/elonmusk/status/1820830577563484218,https://x.com/elonmusk,Top source of news in the UK,Aug 6,2024-08-06T14:33:33.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/media/GUTHHDTXsAAerO7?format=jpg&name=small,102K,731K,20K,83M,https://x.com/elonmusk/status/1820799076310352124,https://x.com/elonmusk,In 2030 for making a Facebook comment that the UK government didn’t like,Aug 6,2024-08-06T12:28:23.000Z
Elon Musk,@elonmusk,,4.7K,63K,3K,3.8M,https://x.com/elonmusk/status/1820826990678581269,https://x.com/elonmusk,The irony is that Facebook doesn’t even exist in 2030,Aug 6,2024-08-06T14:19:18.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/amplify_video_thumb/1820564552859160576/img/FIRDfPetTD-9r9XH.jpg,49K,218K,19K,68M,https://x.com/elonmusk/status/1820790297233592361,https://x.com/elonmusk,Why aren’t all communities protected in Britain? @Keir_Starmer,Aug 6,2024-08-06T11:53:30.000Z
Elon Musk,@elonmusk,,17K,93K,4.5K,7M,https://x.com/elonmusk/status/1820805621534400786,https://x.com/elonmusk,#TwoTierKeir,Aug 6,2024-08-06T12:54:23.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/media/GUTKVxAXcAAvfAr?format=jpg&name=small,187K,804K,47K,106M,https://x.com/elonmusk/status/1820805335700873619,https://x.com/elonmusk,What the hell is going on?,Aug 6,2024-08-06T12:53:15.000Z
Elon Musk,@elonmusk,"https://pbs.twimg.com/media/GUR5e9gWUAAZAn3?format=jpg&name=900x900, https://pbs.twimg.com/media/GUR5e9gWUAAZAn3?format=jpg&name=900x900",8.1K,45K,7.9K,11M,https://x.com/elonmusk/status/1820779660625482071,https://x.com/elonmusk,Big difference,Aug 6,2024-08-06T11:11:14.000Z
DogeDesigner,@cb_doge,"https://pbs.twimg.com/media/GUQ-pY_bIAEUwQz?format=jpg&name=900x900, https://pbs.twimg.com/media/GUQ-pY_bIAEUwQz?format=jpg&name=900x900",2.1K,13K,835,2.2M,https://x.com/cb_doge/status/1820698819958644925,https://x.com/cb_doge,"Citizen Journalism can make this world a better place.

I strongly encourage people around the world to post news about events as they’re happening, in both text & video on 𝕏",Aug 6,2024-08-06T05:50:00.000Z
Elon Musk,@elonmusk,"https://pbs.twimg.com/amplify_video_thumb/1820602688117354497/img/YZTX78aqXVB2dkG3.jpg, https://pbs.twimg.com/amplify_video_thumb/1820602688117354497/img/YZTX78aqXVB2dkG3.jpg, https://pbs.twimg.com/amplify_video_thumb/1820602688117354497/img/YZTX78aqXVB2dkG3.jpg",159K,2.2M,26K,173M,https://x.com/elonmusk/status/1820685675899072930,https://x.com/elonmusk,,Aug 6,2024-08-06T04:57:46.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/amplify_video_thumb/1820486610909032448/img/PCA-d_2KgNbZLC5I.jpg,10K,77K,5.4K,32M,https://x.com/elonmusk/status/1820646651708735553,https://x.com/elonmusk,Cybertruck review,Aug 6,2024-08-06T02:22:42.000Z
SpaceX,@SpaceX,https://pbs.twimg.com/ext_tw_video_thumb/1820561296112431104/pu/img/0RdolDlKNVJHnkzt.jpg,5.8K,38K,2.5K,4.5M,https://x.com/SpaceX/status/1820562095613898976,https://x.com/SpaceX,Tracking footage of Falcon 9’s first stage booster landing and sonic boom,Aug 6,2024-08-05T20:46:42.000Z
Dan,@KettlebellDan,,903,6.8K,3.7K,4.7M,https://x.com/KettlebellDan/status/1820463934077583824,https://x.com/KettlebellDan,what can we do to make 𝕏 subscriptions better?,Aug 5,2024-08-05T14:16:39.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/media/GUK5Zc6XcAENsUZ?format=jpg&name=small,212K,1.4M,46K,135M,https://x.com/elonmusk/status/1820221050904359331,https://x.com/elonmusk,,Aug 5,2024-08-04T22:11:31.000Z
DogeDesigner,@cb_doge,https://pbs.twimg.com/ext_tw_video_thumb/1820046989054418944/pu/img/orPBo6KDwk9WLTAm.jpg,2.4K,15K,1.5K,4.7M,https://x.com/cb_doge/status/1820074708530061601,https://x.com/cb_doge,SpaceX’s mission is to extend consciousness to Mars and then the stars.,Aug 4,2024-08-04T12:30:00.000Z
SpaceX,@SpaceX,https://pbs.twimg.com/amplify_video_thumb/1819999861057482752/img/z5yko6YYM30SaLjA.jpg,2.7K,20K,1.5K,4.9M,https://x.com/SpaceX/status/1819999988044423517,https://x.com/SpaceX,"Falcon 9 lands on the Of Course I Still Love You droneship, completing this booster’s sixth mission",Aug 4,2024-08-04T07:33:05.000Z
DogeDesigner,@cb_doge,"https://pbs.twimg.com/ext_tw_video_thumb/1819543064723312643/pu/img/dQnujmg4mA836iFu.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1819543064723312643/pu/img/dQnujmg4mA836iFu.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1819543064723312643/pu/img/dQnujmg4mA836iFu.jpg",1.3K,7.3K,1.2K,4.2M,https://x.com/cb_doge/status/1819543120335519842,https://x.com/cb_doge,The revenue you generate depends on the number of verified ad impressions you receive. I recommend encouraging your audience to get verified.,Aug 3,2024-08-03T01:17:40.000Z
@jason,@jason,,3.5K,17K,1.8K,6.9M,https://x.com/Jason/status/1819444307100848585,https://x.com/Jason,"I’m a benefit of the doubt and always assume good faith guy.

However, we are being asked: 

A. To NOT believe what we see with our eyes 
B. To NOT  believe the women when they tell us they took the hardest punches they ever felt 
C. To NOT believe multiple tests around XY and",Aug 3,2024-08-02T18:45:01.000Z
DogeDesigner,@cb_doge,https://pbs.twimg.com/amplify_video_thumb/1709752914548334592/img/7S2M27lXsOkeycER.jpg,1.1K,6.5K,673,4.1M,https://x.com/cb_doge/status/1819458809548755172,https://x.com/cb_doge,You can watch the long form videos and podcasts on big screen using screen-cast feature.,Aug 3,2024-08-02T19:42:38.000Z
Elon Musk,@elonmusk,"https://pbs.twimg.com/media/GT_tuKWWoAAVO-u?format=jpg&name=small, https://pbs.twimg.com/media/GT_tuKWWoAAVO-u?format=jpg&name=small",11K,92K,5.3K,24M,https://x.com/elonmusk/status/1819457630261465553,https://x.com/elonmusk,Interview with Lex,Aug 3,2024-08-02T19:37:57.000Z
Bill Melugin,@BillMelugin_,,12K,30K,2.5K,5.9M,https://x.com/BillMelugin_/status/1819397379420049499,https://x.com/BillMelugin_,"BREAKING: The Biden administration has temporarily paused its controversial CHNV mass parole program that allows migrants to fly into the U.S. after an internal report unearthed large amounts of fraud in the program. 
Big scoop by colleague @AdamShawNY",Aug 2,2024-08-02T15:38:32.000Z
Cybertruck,@cybertruck,https://pbs.twimg.com/media/GT-PCUzWoAAzlgz?format=jpg&name=small,2.2K,16K,1K,4.5M,https://x.com/cybertruck/status/1819330286175350869,https://x.com/cybertruck,First prototype Cybertruck with in-house dry cathode 4680 cells – making it an all dry electrode vehicle,Aug 2,2024-08-02T11:11:56.000Z
Elon Musk,@elonmusk,,7.4K,55K,4.4K,17M,https://x.com/elonmusk/status/1819237184022471027,https://x.com/elonmusk,https://x.com/i/broadcasts/1mnxeAqoPZAxX…,Aug 2,2024-08-02T05:01:59.000Z
SpaceX,@SpaceX,,1K,7.8K,491,4.6M,https://x.com/SpaceX/status/1819228468821086568,https://x.com/SpaceX,Propellant load is underway for tonight’s launch of 23 @Starlink satellites from Florida → http://spacex.com/launches,Aug 2,2024-08-02T04:27:21.000Z
Elon Musk,@elonmusk,https://pbs.twimg.com/media/GT8zYm6XMAAgs_m?format=jpg&name=small,40K,178K,10K,29M,https://x.com/elonmusk/status/1819229276517888117,https://x.com/elonmusk,,Aug 2,2024-08-02T04:30:33.000Z
Elon Musk,@elonmusk,"https://pbs.twimg.com/media/GT5vLhfW4AAPY-l?format=png&name=small, https://pbs.twimg.com/media/GT5vLhfW4AAPY-l?format=png&name=small",66K,172K,8.3K,19M,https://x.com/elonmusk/status/1819060637428801623,https://x.com/elonmusk,"Government is underreporting an additional 46,500/month in illegal immigration!",Aug 1,2024-08-01T17:20:27.000Z
Elon Musk,@elonmusk,"https://pbs.twimg.com/media/GT5sstrX0AAeSA8?format=jpg&name=small, https://pbs.twimg.com/media/GT5sstrX0AAeSA8?format=jpg&name=small",31K,111K,4K,17M,https://x.com/elonmusk/status/1819057855179510077,https://x.com/elonmusk,Schools forcing DEI on elementary school kids without parental consent,Aug 1,2024-08-01T17:09:23.000Z
Elon Musk,@elonmusk,"https://pbs.twimg.com/ext_tw_video_thumb/1819040803924144129/pu/img/Bjv5s2HCLyLf1vlS.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1819040803924144129/pu/img/Bjv5s2HCLyLf1vlS.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1819040803924144129/pu/img/Bjv5s2HCLyLf1vlS.jpg",63K,336K,9.4K,57M,https://x.com/elonmusk/status/1819047144562565132,https://x.com/elonmusk,,Aug 1,2024-08-01T16:26:50.000Z
